carrier_name,shipping_option_code,shipping_option_result,partner,service,last_update
Envío rápido con Treggo,1053068,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
PinPoint,ANDREANIDOMICILIO,PinPoint - Outros,,Outros,2025-08-07 16:10:53
Bluemail,bluemail-pronto_c,Bluemail - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;57;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Frenet,R,Frenet - Outros,,Outros,2025-08-07 16:10:53
Shipro | de la web a donde vaya,Andreani,Shipro | de la web a donde vaya - Outros,,Outros,2025-08-07 16:10:53
skydropx,DHL EXPRESS,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4364889,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4040424,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,RDEVIP,Frenet - Outros,,Outros,2025-08-07 16:10:53
MG Logística,DINAMICOSRL_6,MG Logística - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;108;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Saires envíos,SAMEDY,Saires envíos - Outros,,Outros,2025-08-07 16:10:53
EnvíosPerros,Estafeta-Economico,EnvíosPerros - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,3211430,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
BNZ EXPRESS S.R.L.,ND,BNZ EXPRESS S.R.L. - Outros,,Outros,2025-08-07 16:10:53
Envie agora,3,Envie agora - Outros,,Outros,2025-08-07 16:10:53
Frenet,BAU_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Estafeta - local,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1133433,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Rimold Logistica,envios_24,Rimold Logistica - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Dhl - ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Deprisa - estandar,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frenet,TOT_EXPRSS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Shippy,323|1989,Shippy - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3770321_manha,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
Sindel,Sindel_Flex,Sindel - Outros,,Outros,2025-08-07 16:10:53
Frenet,OWNCUSTOM2,Frenet - Logística própria,,Logística própria,2025-08-07 16:10:53
Picklog,11,Picklog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4040425,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Mais Envios,3220,Mais Envios - Outros,,Outros,2025-08-07 16:10:53
Shippy,339|2024,Shippy - Outros,,Outros,2025-08-07 16:10:53
FRETE PERSONALIZADO,fretepersonalizado2,FRETE PERSONALIZADO - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,543,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3158545_manha_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Frenet,MDE_RAP,Frenet - Mandaê - Expresso,Mandaê,Expresso,2025-08-07 16:10:53
Eship Entregas,eship;95;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_8,EFLET - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,887,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,950731,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Mile Logistic,MILELOGISTICSRL_3,Mile Logistic - Outros,,Outros,2025-08-07 16:10:53
Upnext Shipping,AzulCargo,Upnext Shipping - Outros,,Outros,2025-08-07 16:10:53
Fixy Logística,FIXYLOGISTICA_34,Fixy Logística - Outros,,Outros,2025-08-07 16:10:53
Fast Mail,fastmail_21,Fast Mail - Outros,,Outros,2025-08-07 16:10:53
Shippy,458|2306,Shippy - Outros,,Outros,2025-08-07 16:10:53
Delegamas,Delegamas_9,Delegamas - Outros,,Outros,2025-08-07 16:10:53
Mais Envios,3336,Mais Envios - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;6;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Frenet,EST_VIP_4,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Dhl - express,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Shippy,420|2207,Shippy - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Total Express Medio Rodo,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,48,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;71;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Mis entregas,MisEntregas_14,Mis entregas - Outros,,Outros,2025-08-07 16:10:53
Papexpress-Lightdata,Flex,Papexpress-Lightdata - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Fedex - express,Envia.com Checkout Service - FedEx - Express,FedEx,Express,2025-08-07 16:10:53
Shippy,309|1975,Shippy - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,127,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,849,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Total Express,total,Total Express - Outros,,Outros,2025-08-07 16:10:53
Shippy,339|2023,Shippy - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,211,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Reserva Ink Entregas,4,Reserva Ink Entregas - Outros,,Outros,2025-08-07 16:10:53
Mocis,1,Mocis - Outros,,Outros,2025-08-07 16:10:53
skydropx,PAQUETEXPRESS NACIONAL,skydropx - Outros,,Outros,2025-08-07 16:10:53
Frenet,ALF_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,DAY_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envío Nube,ne-envia-fedex-ground,Envío Nube - FedEx - Económico,FedEx,Económico,2025-08-07 16:10:53
Mocis,6,Mocis - Outros,,Outros,2025-08-07 16:10:53
Frenet,SLG_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3158545_expressa_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Fixy Logística,FIXYLOGISTICA_6,Fixy Logística - Outros,,Outros,2025-08-07 16:10:53
skydropx,FEDEX STANDARD_OVERNIGHT,skydropx - Outros,,Outros,2025-08-07 16:10:53
Interbook,interbook1,Interbook - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Rodonaves Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3770321_tarde,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,TotalExpress - expresso,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_01,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,GOL_15,Frenet - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Jadlog - Sem Cubagem,Intelipost - Outros,,Outros,2025-08-07 16:10:53
"Período Integral, entrega até as 22h",week-days|11,"Período Integral, entrega até as 22h - Outros",,Outros,2025-08-07 16:10:53
Frenet,GOL_06,Frenet - Outros,,Outros,2025-08-07 16:10:53
Shippy,293|1790,Shippy - Correios - MINI,Correios,MINI,2025-08-07 16:10:53
Entrega Agendada (Huapps),3768835_manha,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
DHL,2_DOM,DHL - Outros,,Outros,2025-08-07 16:10:53
skydropx,fedex.standard_overnight,skydropx - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_2,EFLET - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,3735156,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,sme_jadlog,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1343746,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Otimizador de Frete,sedex-envios-sp,Otimizador de Frete - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,538,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,231,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,170475,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,970569,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,867,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
"Tarde, entrega até as 18h",week-days|9,"Tarde, entrega até as 18h - Outros",,Outros,2025-08-07 16:10:53
Shipro | de la web a donde vaya,Mocis,Shipro | de la web a donde vaya - Outros,,Outros,2025-08-07 16:10:53
Correios,1,Correios - Outros,,Outros,2025-08-07 16:10:53
Envío Nube,ne-envia-dhl-ground,Envío Nube - DHL Nacional - Económico,DHL Nacional,Económico,2025-08-07 16:10:53
Dropi Fretes,1876421,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,GFL Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Mandar.com.br,package,Mandar.com.br - Outros,,Outros,2025-08-07 16:10:53
Ocean Drive,pap,Ocean Drive - Outros,,Outros,2025-08-07 16:10:53
Frete Barato,cnx,Frete Barato - Outros,,Outros,2025-08-07 16:10:53
Frenet,WS_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,128,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
BNZ EXPRESS S.R.L.,PPN,BNZ EXPRESS S.R.L. - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;65;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Fast Mail,fastmail_42,Fast Mail - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3765926_manha,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
SuperFrete,17,SuperFrete - Correios - MINI,Correios,MINI,2025-08-07 16:10:53
Vima Logistica - Panda Candy,Flex,Vima Logistica - Panda Candy - Outros,,Outros,2025-08-07 16:10:53
Picklog,1,Picklog - Outros,,Outros,2025-08-07 16:10:53
Azul Cargo Express,ECOMM_CORP,Azul Cargo Express - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1001187,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Mis entregas,MisEntregas_20,Mis entregas - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,508,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Oca - oca_PS,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;20;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Shipnow,shipnow_pap_option_2,Shipnow - Domicilio estandar,,Domicilio estándar,2025-08-07 16:10:53
Urbano Envios,ppc,Urbano Envios - Punto de retiro,,Punto de retiro,2025-08-07 16:10:53
Eship Entregas,eship;64;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1935431,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Accert Transportes,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;11;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,CorreoArgentino - priority_dom,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Frete Barato,rod,Frete Barato - Outros,,Outros,2025-08-07 16:10:53
skydropx,DHL STANDARD,skydropx - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,1142477,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Bluemail,bluemail-pickup,Bluemail - Outros,,Outros,2025-08-07 16:10:53
PLATINUM LOG,2,PLATINUM LOG - Outros,,Outros,2025-08-07 16:10:53
skydropx,ESTAFETA ESTAFETA_NEXT_DAY,skydropx - Outros,,Outros,2025-08-07 16:10:53
SouthPost,SOUTHPOSTS.A._52,SouthPost - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3768033_manha,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3768835_tarde,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,876,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Bluemail,BlueMailS.A_2,Bluemail - Outros,,Outros,2025-08-07 16:10:53
Envie agora,3298,Envie agora - Outros,,Outros,2025-08-07 16:10:53
DHL,2_WPX,DHL - Outros,,Outros,2025-08-07 16:10:53
BRCom,mini,BRCom - Super econômico,,Super econômico,2025-08-07 16:10:53
Frenet,SLG_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
AM-MENSAJERIA-FLEX,standard,AM-MENSAJERIA-FLEX - Outros,,Outros,2025-08-07 16:10:53
Paquery,express,Paquery - Outros,,Outros,2025-08-07 16:10:53
Shippy,421|2210,Shippy - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_8,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
"Manhã, entrega até as 13h",week-days|8,"Manhã, entrega até as 13h - Outros",,Outros,2025-08-07 16:10:53
Frenet,9,Frenet - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,787,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Carriers Logística,Normal,Carriers Logística - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Estafeta - express_od,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;106;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
DPD,dpd_pu,DPD - Outros,,Outros,2025-08-07 16:10:53
GoFretes,gofretes,GoFretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2231571,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,962628,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;24;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,652,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Epsa,EPSACorreoPrivado_187,Epsa - Outros,,Outros,2025-08-07 16:10:53
Frenet,ESM,Frenet - Outros,,Outros,2025-08-07 16:10:53
Shipro | de la web a donde vaya,AndreaniSuc,Shipro | de la web a donde vaya - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_16155,Frenet - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Correios PAC,Intelipost - Correios - PAC,Correios,PAC,2025-08-07 16:10:53
Upnext Shipping,rg_quick_delivery,Upnext Shipping - Outros,,Outros,2025-08-07 16:10:53
Cabify Logistics,42e78480-4cce-481a-a3e4-90d22a3bc866,Cabify Logistics - Outros,,Outros,2025-08-07 16:10:53
Mandar.com.br,dotcom,Mandar.com.br - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Jadlog Package,Intelipost - Jadlog - .Package,Jadlog,.Package,2025-08-07 16:10:53
Eship Entregas,eship;83;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envío Nube,ne-envia-estafeta-express,Envío Nube - Estafeta - Express,Estafeta,Express,2025-08-07 16:10:53
PAAQ,Seguítuenvío_32,PAAQ - Outros,,Outros,2025-08-07 16:10:53
Shippy,419|2205,Shippy - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_13,EFLET - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,892693,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
Picklog,21,Picklog - Outros,,Outros,2025-08-07 16:10:53
APPVERSE SHIPPING,sedex,APPVERSE SHIPPING - Outros,,Outros,2025-08-07 16:10:53
Enviamelo,Enviamelo1,Enviamelo - Outros,,Outros,2025-08-07 16:10:53
Promail correo,PROMAIL_5,Promail correo - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,854,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envios Flex,Flex,Envios Flex - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,930,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Estafeta - ground_od,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
MMSPack,standard,MMSPack - Outros,,Outros,2025-08-07 16:10:53
Frenet,R3EX_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,JAMVIP,Frenet - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. saturday),3158546_manha_saturday,Entrega Agendada (Huapps. saturday) - Outros,,Outros,2025-08-07 16:10:53
Mile Logistic,MILELOGISTICSRL_2,Mile Logistic - Outros,,Outros,2025-08-07 16:10:53
Envie agora,3220,Envie agora - Outros,,Outros,2025-08-07 16:10:53
skydropx,jtexpress.standard,skydropx - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;56;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. saturday),3158546_comercial_saturday,Entrega Agendada (Huapps. saturday) - Outros,,Outros,2025-08-07 16:10:53
Frenet,BH_E,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,TGS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Jadlog - Package,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3765926_expressa,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Expresso São Miguel,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Frenet,5,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,CHB,Frenet - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. sunday),3158547_manha_sunday,Entrega Agendada (Huapps. sunday) - Outros,,Outros,2025-08-07 16:10:53
Frenet,RTE2,Frenet - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,877,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Rapido Paulistana Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Otimizador de Frete,mini-envios-sp,Otimizador de Frete - Outros,,Outros,2025-08-07 16:10:53
skydropx,sendex.reg,skydropx - Outros,,Outros,2025-08-07 16:10:53
skydropx,paquetexpress.nacional,skydropx - Outros,,Outros,2025-08-07 16:10:53
Mais Envios,3280,Mais Envios - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_1,EFLET - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;4;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Correios - sedex_industrial,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3158545_tarde_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
skydropx,ninetynineminutes.nextday,skydropx - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3158545_vapt-vupt_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;16;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Starken - normal,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Intralog,PICK UP,Intralog - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,6,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,254,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
"Tarde, entrega até as 18h | Abrangência 2",week-days|43,"Tarde, entrega até as 18h | Abrangência 2 - Outros",,Outros,2025-08-07 16:10:53
JTIME EXPRESS,701,JTIME EXPRESS - Outros,,Outros,2025-08-07 16:10:53
Marrie for Babies Shipping Company,33,Marrie for Babies Shipping Company - Outros,,Outros,2025-08-07 16:10:53
Shippy,293|1781,Shippy - Correios - PAC,Correios,PAC,2025-08-07 16:10:53
SmartEnvios,690,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Noventa9Minutos - next_day,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,sme_loggi,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps),3768033_tarde,Entrega Agendada (Huapps) - Outros,,Outros,2025-08-07 16:10:53
Frenet,ICR,Frenet - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Oca - oca_SS,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,852,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
APPVERSE SHIPPING,pac,APPVERSE SHIPPING - Outros,,Outros,2025-08-07 16:10:53
Fast Mail,fastmail_24,Fast Mail - Outros,,Outros,2025-08-07 16:10:53
Simpack,2,Simpack - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1409541,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,390982,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,366|2083,Shippy - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;86;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Fedex - int_ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Jadlog,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Frenet,TRO,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,03140,Frenet - Correios - SEDEX 12,Correios,SEDEX 12,2025-08-07 16:10:53
Envío rápido con Treggo,5607446,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,676,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Fast Mail,fastmail_36,Fast Mail - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3158545_matutino_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Picklog,10,Picklog - Outros,,Outros,2025-08-07 16:10:53
Frenet,3085,Frenet - Correios - PAC,Correios,PAC,2025-08-07 16:10:53
Kangu,kangu_E_9964,Kangu - Rede Sul,,Rede Sul,2025-08-07 16:10:53
Intelipost,Generoso Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Frete Barato,jad,Frete Barato - Outros,,Outros,2025-08-07 16:10:53
Central de Envios - Tu Blanco,Normal,Central de Envios - Tu Blanco - Outros,,Outros,2025-08-07 16:10:53
Envío rápido con Treggo,5789298,Envío rápido con Treggo - Outros,,Outros,2025-08-07 16:10:53
ESHIP,E-shipArgentina_4,ESHIP - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1208393,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,4,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;99;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
"Matutino, entrega até as 10h",week-days|7,"Matutino, entrega até as 10h - Outros",,Outros,2025-08-07 16:10:53
PinPoint,GRAN_BUENOS_AIRES_2_PINDAY,PinPoint - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_4,EFLET - Outros,,Outros,2025-08-07 16:10:53
ModdingEnvios,MODDINGFLEX_5,ModdingEnvios - Outros,,Outros,2025-08-07 16:10:53
Frenet,FOL_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,657,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_14,EFLET - Outros,,Outros,2025-08-07 16:10:53
PinPoint,CABA_PINDAY,PinPoint - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,76936,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Rapiboy,NCDS,Rapiboy - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,44,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;92;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;3;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Shippy,366|2082,Shippy - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,886,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
"Período Integral, entrega até as 22h",saturday|11,"Período Integral, entrega até as 22h - Outros",,Outros,2025-08-07 16:10:53
Shippy,452|2285,Shippy - Outros,,Outros,2025-08-07 16:10:53
Pickit,pickit1,Pickit - Outros,,Outros,2025-08-07 16:10:53
